ID,Year,View Count,Length (s),Likes
Lk1CR1SrImE,2023,50399,41.0,2873
gj6Wfsnr2VA,2023,49694,24.0,3349
M1tZ0Cdl_ng,2023,70677,38.0,5189
DddkCe6rbss,2023,304560,58.0,39402
Kjn-Wqf6FHU,2023,229929,19.0,12675
uBaRzq-0i6M,2023,56071,61.0,3017
oSp7dB1njm0,2023,114692,47.0,8780
Znh-Szp1sac,2023,99991,32.0,7058
bbogtnHCEjo,2023,169937,18.0,11665
sPiizDqDhew,2023,57252,22.0,2943
